,comment,user,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,shot,com
1956,死的好搞笑,0562f2c8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.04483308734,2.92555287673,2.99314227494,0.723660927654,2.37843965057,1.3474804267,0.518141369767,2.72733212724,1.36155096986,2.28560898745,3.15649802015,0.580209249728,3.45318824084,3.333885572,3.42440165346,2.6487972912,0.70825268701,0.985747060255,3.86649399174,2.14790101579,9,160
193,↙原画,07346dbd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.30880973196,2.32514394032,2.30177990239,0.196462120916,1.77495208933,0.725529657267,0.0695014661186,1.94713870989,0.738839540392,1.61214283755,3.95393050443,3.98190350013,3.94189163557,0.336449367006,3.0396775935,1.24249902624,0.119024085521,3.33455417951,1.26529274205,2.76086013267,0,193
430,呢个男的没见好久了,07346dbd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.59565465487,2.54373277582,2.57050209363,0.264214321668,1.94145736212,0.933451125164,0.158743785795,2.22137835912,0.948221795303,1.88050154112,3.25579792208,1.51819825204,2.81379257539,1.36279759338,1.14994513102,3.97353036243,2.11720730113,3.55560370471,3.98746927958,3.97845114515,1,142
197,吴妈与三观不能共存,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.31757286802,2.33396907321,2.31051635658,0.197207797042,1.78168895744,0.728283420392,0.0697652603999,1.95452911595,0.741643821458,1.61826175971,3.95393050443,3.98190350013,3.94189163557,0.336449367006,3.0396775935,1.24249902624,0.119024085521,3.33455417951,1.26529274205,2.76086013267,0,197
199,揸fit人是话事人的意思，和渣倒是没什么关系,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.31954466198,2.33595481708,2.31248214685,0.197375581688,1.78320482068,0.728903044856,0.0698246167726,1.95619203182,0.742274812969,1.61963857888,3.95393050443,3.98190350013,3.94189163557,0.336449367006,3.0396775935,1.24249902624,0.119024085521,3.33455417951,1.26529274205,2.76086013267,0,199
552,前面那个说的是《黑白道》，张家辉主演，吴妈也在，挺好看的,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.67671993798,2.59052009696,2.63459458703,0.305419824209,1.9778070646,1.02699129657,0.205972260954,2.31166490345,1.04391164061,1.9801303294,3.02597201697,3.87411948708,0.898169693586,3.38780675063,3.19222196231,2.31021979602,0.511624149507,3.84467404621,2.83496422308,3.94622092875,2,19
753,个人觉得叻君比靓坤还坏……大家看完就懂了,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.77082911732,2.70243508901,2.67932771338,0.407816384072,2.07166681544,1.0852794071,0.242717625228,2.43152084043,1.13455172094,2.08209642194,3.10254822504,2.57899522172,3.6752325653,2.98525266972,2.39421619211,0.128198499852,3.92886454598,3.98556446491,3.29617764253,0.63317658333,3,45
1763,叻君比靓坤坏，靓坤还会孝顺他妈,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.01147708604,2.91408710956,2.95670931021,0.687970991976,2.34441904489,1.31796818003,0.50796040864,2.71346600435,1.32297511392,2.26674754128,3.61893017087,3.70536879909,3.86647384968,3.97890954458,2.7410526938,3.84494452785,2.31121321914,3.13043860032,3.07061775397,0.548434932836,8,77
835,wink好萌！,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.80215182254,2.7286585588,2.7167746433,0.438514343178,2.09611442397,1.08561325045,0.283174046695,2.47198967032,1.16787949752,2.08756568946,3.10254822504,2.57899522172,3.6752325653,2.98525266972,2.39421619211,0.128198499852,3.92886454598,3.98556446491,3.29617764253,0.63317658333,3,127
1512,然而我觉得这个角色只有他能演得好，绝对是他的代表性角色,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.96136838767,2.86120158935,2.89756230896,0.628772797082,2.30398106035,1.25972847074,0.457751435571,2.66078628789,1.30304077443,2.22165319987,1.83854599883,2.28318217915,0.766145470573,1.72508383583,3.32139411894,3.25463692852,3.98374539145,3.96288173962,1.86724575167,2.16553582085,6,164
1518,这叫什么良心啦233,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.96124251267,2.86126634906,2.89729211026,0.629029672004,2.30421194211,1.26043883557,0.458644649757,2.66118212747,1.30323983463,2.22237155839,3.13604883319,3.34187499127,3.91230880501,3.85573758694,2.54971760053,3.76742100542,3.64467156728,3.52546132217,0.5298977236,3.92944596521,7,2
1557,好大一口锅飞过来,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.97071119353,2.87110345071,2.9087953181,0.639732556252,2.31227587768,1.27126470828,0.468889345608,2.67173374916,1.305317429,2.23335251569,3.13604883319,3.34187499127,3.91230880501,3.85573758694,2.54971760053,3.76742100542,3.64467156728,3.52546132217,0.5298977236,3.92944596521,7,41
1587,这个是真的，就是说哪有那么多英雄故事悲惨过去，人渣就是人渣,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.97610179938,2.87698725913,2.91552090808,0.646792852615,2.3164021963,1.27771443302,0.475327644333,2.67783751852,1.30593955199,2.24009930948,3.13604883319,3.34187499127,3.91230880501,3.85573758694,2.54971760053,3.76742100542,3.64467156728,3.52546132217,0.5298977236,3.92944596521,7,71
667,志强好可爱,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.73298138053,2.66294128734,2.65096649304,0.368832047552,2.03750154228,1.06979146926,0.21528685765,2.38327397051,1.09656148915,2.05360426782,3.02597201697,3.87411948708,0.898169693586,3.38780675063,3.19222196231,2.31021979602,0.511624149507,3.84467404621,2.83496422308,3.94622092875,2,134
1773,大概是因为反派演多了……他明明超帅的,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.01311834602,2.91573651567,2.95846685843,0.689993710689,2.34550116544,1.31985255389,0.508939432761,2.71476007651,1.32446439732,2.26658894975,3.61893017087,3.70536879909,3.86647384968,3.97890954458,2.7410526938,3.84494452785,2.31121321914,3.13043860032,3.07061775397,0.548434932836,8,87
916,竟然还能砍中一个哈哈哈哈哈哈,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.83065300164,2.75207247381,2.75029122726,0.466108577876,2.11787310967,1.08753863613,0.319400488272,2.50872823822,1.19868211552,2.0939517035,3.10254822504,2.57899522172,3.6752325653,2.98525266972,2.39421619211,0.128198499852,3.92886454598,3.98556446491,3.29617764253,0.63317658333,3,208
137,相信我，这片真的特别特别有趣,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.17487680059,2.19026346946,2.16825476802,0.185065448686,1.67198798056,0.683442034175,0.0654697198198,1.83418613888,0.695979817442,1.51862321442,3.95393050443,3.98190350013,3.94189163557,0.336449367006,3.0396775935,1.24249902624,0.119024085521,3.33455417951,1.26529274205,2.76086013267,0,137
212,本片主旨上线,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.34535616332,2.36194892786,2.33821505771,0.199571943834,1.80304802283,0.737014154863,0.0706016133181,1.97796020645,0.750534721754,1.63766164351,3.95393050443,3.98190350013,3.94189163557,0.336449367006,3.0396775935,1.24249902624,0.119024085521,3.33455417951,1.26529274205,2.76086013267,0,212
1912,拿出梳子有点萌,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.03822501922,2.92475324654,2.98584010381,0.716552967056,2.37125292553,1.34202516654,0.51685665062,2.72566822587,1.35313796041,2.28150864107,3.15649802015,0.580209249728,3.45318824084,3.333885572,3.42440165346,2.6487972912,0.70825268701,0.985747060255,3.86649399174,2.14790101579,9,116
222,这句台词太逗了,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.36286422945,2.37958085885,2.35566981555,0.201061746895,1.81650776277,0.742515959991,0.0711286538309,1.99272566453,0.756137457811,1.64988677537,3.95393050443,3.98190350013,3.94189163557,0.336449367006,3.0396775935,1.24249902624,0.119024085521,3.33455417951,1.26529274205,2.76086013267,0,222
315,我长大要做专业特工队,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.49534167861,2.49732613446,2.48389833396,0.22199764178,1.90631117031,0.810404529496,0.0930872008841,2.11165805519,0.824746748523,1.75756497872,3.25579792208,1.51819825204,2.81379257539,1.36279759338,1.14994513102,3.97353036243,2.11720730113,3.55560370471,3.98746927958,3.97845114515,1,27
309,啊，这两个小孩子，哪一个是我呢？,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.48877687656,2.49401645745,2.47816378667,0.21940300325,1.90380154123,0.802808911961,0.0891031471803,2.10460302845,0.817122343702,1.74978368892,3.25579792208,1.51819825204,2.81379257539,1.36279759338,1.14994513102,3.97353036243,2.11720730113,3.55560370471,3.98746927958,3.97845114515,1,21
316,我记得了,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.49496182032,2.49644855156,2.48339814094,0.222270600105,1.90563871489,0.811114729365,0.0936435041265,2.11156539831,0.825453400472,1.75777915355,3.25579792208,1.51819825204,2.81379257539,1.36279759338,1.14994513102,3.97353036243,2.11720730113,3.55560370471,3.98746927958,3.97845114515,1,28
317,走掉的不是我，是我的朋友苏威,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.49547450949,2.49645537794,2.4837842308,0.222628420169,1.9056413197,0.812129626339,0.094243250703,2.11223212055,0.826469855256,1.75863055256,3.25579792208,1.51819825204,2.81379257539,1.36279759338,1.14994513102,3.97353036243,2.11720730113,3.55560370471,3.98746927958,3.97845114515,1,29
1193,看到后半段大家就懂了……,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.89160886137,2.79268492673,2.84008490778,0.560427867688,2.21726370153,1.17853082034,0.391725727319,2.5704795797,1.27182022238,2.18056197342,3.98941833173,3.46616823108,3.98851569421,3.96140196904,3.98359004208,3.61135264582,1.65830438226,3.67455202613,0.817684068824,1.36727486398,5,56
456,啊吴妈太可爱了,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.61548977328,2.5533723463,2.58774020262,0.272276105268,1.94876307735,0.957004734302,0.171194672108,2.24286042941,0.971861394596,1.90436122428,3.25579792208,1.51819825204,2.81379257539,1.36279759338,1.14994513102,3.97353036243,2.11720730113,3.55560370471,3.98746927958,3.97845114515,1,168
310,我长大了要做警察,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.4895652373,2.49420181636,2.47880039038,0.219845387643,1.90393992607,0.804076487932,0.0898248337495,2.10554781592,0.818392794836,1.7509235396,3.25579792208,1.51819825204,2.81379257539,1.36279759338,1.14994513102,3.97353036243,2.11720730113,3.55560370471,3.98746927958,3.97845114515,1,22
482,你好软啊,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.63265482757,2.56117357732,2.60252513387,0.279586126572,1.95466980515,0.97829385799,0.182589646917,2.26169944782,0.993223449597,1.92553274733,3.25579792208,1.51819825204,2.81379257539,1.36279759338,1.14994513102,3.97353036243,2.11720730113,3.55560370471,3.98746927958,3.97845114515,1,194
319,有胆子来这个球场玩？你叫什么名字啊,088d8fba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.4992038391,2.49890580154,2.48718186302,0.223750708765,1.90750522977,0.815488910554,0.0958524976326,2.11597763825,0.829847057422,1.76249867791,3.25579792208,1.51819825204,2.81379257539,1.36279759338,1.14994513102,3.97353036243,2.11720730113,3.55560370471,3.98746927958,3.97845114515,1,31
102,背景太亮，衣衣体太暗看不见，郁闷,0938270c,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.05844894717,2.07301192026,2.05218141239,0.175158325244,1.58248131449,0.646855277187,0.061964924081,1.73599650585,0.658721874302,1.43732663662,3.95393050443,3.98190350013,3.94189163557,0.336449367006,3.0396775935,1.24249902624,0.119024085521,3.33455417951,1.26529274205,2.76086013267,0,102
1778,哈哈哈哈哈好贱,095e906a,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.0123131491,2.9151017469,2.95778883327,0.68951569482,2.34470416709,1.31965099327,0.508683340367,2.71386475048,1.32464760385,2.2664477999,3.61893017087,3.70536879909,3.86647384968,3.97890954458,2.7410526938,3.84494452785,2.31121321914,3.13043860032,3.07061775397,0.548434932836,8,92
1680,鬼畜的笑声233333,095e906a,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.99294437243,2.89517635064,2.93672144873,0.66794782672,2.33000744372,1.29832666496,0.495586332078,2.696967523,1.30871676088,2.26212876626,3.13604883319,3.34187499127,3.91230880501,3.85573758694,2.54971760053,3.76742100542,3.64467156728,3.52546132217,0.5298977236,3.92944596521,7,164
1875,哈哈哈哈开挂的人生,095e906a,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.0296218758,2.9214177235,2.9765220325,0.707872119964,2.36215764743,1.33492865465,0.514064164841,2.7213923108,1.34440487886,2.2761550095,3.15649802015,0.580209249728,3.45318824084,3.333885572,3.42440165346,2.6487972912,0.70825268701,0.985747060255,3.86649399174,2.14790101579,9,79
1891,洛天依帮我啊,095e906a,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.03443837382,2.92389855191,2.98164664608,0.712647049858,2.36706431497,1.33887972362,0.515887079826,2.72432188252,1.34867740186,2.27890090394,3.15649802015,0.580209249728,3.45318824084,3.333885572,3.42440165346,2.6487972912,0.70825268701,0.985747060255,3.86649399174,2.14790101579,9,95
1959,哈哈哈哈哈哈你点错相,095e906a,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.04347276062,2.92399048838,2.9917085555,0.722522784688,2.37724666341,1.34657397194,0.517183517782,2.72572118701,1.36137811659,2.28571042271,3.15649802015,0.580209249728,3.45318824084,3.333885572,3.42440165346,2.6487972912,0.70825268701,0.985747060255,3.86649399174,2.14790101579,9,163
1270,果然看见神父就知道是正确版本,09a03cba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.9165821473,2.81447540606,2.86527416991,0.585512062819,2.24246142918,1.20081629057,0.402418180091,2.5935270473,1.27691262403,2.18881461316,3.98941833173,3.46616823108,3.98851569421,3.96140196904,3.98359004208,3.61135264582,1.65830438226,3.67455202613,0.817684068824,1.36727486398,5,133
18,2016-10-12,09a172a2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.38524407361,1.39504430314,1.38102630303,0.117873718618,1.06493914533,0.43530466978,0.0416996224137,1.16824800287,0.443290358883,0.967256539423,3.95393050443,3.98190350013,3.94189163557,0.336449367006,3.0396775935,1.24249902624,0.119024085521,3.33455417951,1.26529274205,2.76086013267,0,18
1279,草蜢？？,09ae2cec,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.91969373481,2.81715888168,2.86820159065,0.58861178722,2.24549488436,1.20378404319,0.403787872155,2.59653688928,1.27805849211,2.19041546415,3.98941833173,3.46616823108,3.98851569421,3.96140196904,3.98359004208,3.61135264582,1.65830438226,3.67455202613,0.817684068824,1.36727486398,5,142
1255,笑尿。。。,0b319876,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.91232785369,2.81052350785,2.86072477503,0.580835701662,2.23776464884,1.19755488861,0.400420904989,2.5896332574,1.27655169819,2.18819680266,3.98941833173,3.46616823108,3.98851569421,3.96140196904,3.98359004208,3.61135264582,1.65830438226,3.67455202613,0.817684068824,1.36727486398,5,118
224,这画的是陈浩南漫画啊=、=盗版啊=、=,0b4a0a3b,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.36626831484,2.38300902723,2.35906353622,0.20135140863,1.81912473392,0.743585673475,0.0712311260796,1.99559650587,0.757226795251,1.65226370223,3.95393050443,3.98190350013,3.94189163557,0.336449367006,3.0396775935,1.24249902624,0.119024085521,3.33455417951,1.26529274205,2.76086013267,0,224
251,有嘛搞错啊。。。竟然就那么跪=、=,0b4a0a3b,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.41131106759,2.42837044535,2.40396914347,0.205184203778,1.85375241545,0.757740089282,0.0725870357117,2.03358338987,0.771640874627,1.68371512511,3.95393050443,3.98190350013,3.94189163557,0.336449367006,3.0396775935,1.24249902624,0.119024085521,3.33455417951,1.26529274205,2.76086013267,0,251
1785,丁子峻。。。。肯定了。,0b88ab13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.01619176993,2.91866903747,2.96170447725,0.693067381256,2.34777250244,1.32338472297,0.510911576202,2.71751419178,1.32724459848,2.26802059595,3.61893017087,3.70536879909,3.86647384968,3.97890954458,2.7410526938,3.84494452785,2.31121321914,3.13043860032,3.07061775397,0.548434932836,8,99
186,我看的出他爸要死了,0bad259a,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.29381720092,2.31004534115,2.28683302038,0.19518637073,1.76342622648,0.720818344005,0.0690501500687,1.93449473272,0.734041797818,1.60167419598,3.95393050443,3.98190350013,3.94189163557,0.336449367006,3.0396775935,1.24249902624,0.119024085521,3.33455417951,1.26529274205,2.76086013267,0,186
443,好彩听得明,1007e7e6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.60552926916,2.54861542364,2.57910437565,0.268176122066,1.94515875014,0.945036616485,0.164846241447,2.23203436964,0.959850325242,1.89229863372,3.25579792208,1.51819825204,2.81379257539,1.36279759338,1.14994513102,3.97353036243,2.11720730113,3.55560370471,3.98746927958,3.97845114515,1,155
190,浪费子弹？,117305b8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.30151803883,2.31780066042,2.29451041089,0.195841653375,1.76934642777,0.723238286286,0.0692819662801,1.94098924778,0.736506134078,1.60705136089,3.95393050443,3.98190350013,3.94189163557,0.336449367006,3.0396775935,1.24249902624,0.119024085521,3.33455417951,1.26529274205,2.76086013267,0,190
